Plant_ID,Temperature_C,Humidity_%,Soil_Moisture_%,Soil_pH,Nutrient_Level,Light_Intensity_lux,Health_Score,Health_Status,Moisture_Zone,Temperature_Zone,Humidity_Zone,Light_Zone,Moisture_Zone_Stress,Temperature_Zone_Stress,Humidity_Zone_Stress,Light_Zone_Stress,Abiotic_Stress_Score_L2,Disease_Presence,Pest_Infestation,Biotic_Stress_Score_L2,Total_Stress_Score_L2,Stress_Category
Plant_496,26.616730131053977,80.06092888159122,57.19807780121966,7.467577020030115,66.77377087805489,16172.952020012806,83.81425617534342,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_497,21.888261537020632,80.61503576636397,40.81555604502287,6.907750511222131,41.94828248257124,19614.361120244128,89.97265567658873,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_498,24.42898396574917,72.08366230593143,40.80359747256249,6.475955746334614,60.7684814465768,18044.97463353076,91.81890042558894,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_499,22.373145239845726,70.24062525811462,56.85557844077567,6.408424764473352,28.30322582274298,13416.852590539927,79.33551024690544,1,Optimal,Optimal,High,Low,0,0,1,1,2,1,0,1,3,Combined
Plant_500,20.85160080710699,65.92526949201184,50.10076941853336,6.321663432910064,38.05810598907711,24798.412820341367,76.41920553820681,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_501,27.778532642594925,67.78361076166638,53.55919495829296,7.090320456226072,40.41221543813225,22109.427626660014,92.27273822081264,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_502,30.72824992141039,54.488142836714665,59.52276990799292,6.186343277024348,36.474913105592776,21599.621953697937,67.89839497019115,0,Optimal,High,Optimal,Optimal,0,1,0,0,1,0,0,0,1,Abiotic-only
Plant_503,20.804297278542577,51.81801116577693,40.03037425225016,6.522611354499992,34.1641161021242,20496.21098089911,84.38579290921005,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,1,0,1,1,Biotic-only
Plant_504,26.68890771007172,59.96625542589048,35.81644898238375,6.525598950940543,54.12998912137797,15853.947293922687,66.29973372635571,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_505,23.04807229263452,58.29815377475072,28.722742101633028,6.249107903594234,47.85932302272138,18549.14858133369,90.65376272259604,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,1,0,1,2,Combined
Plant_506,23.53862384870591,55.46771950672725,32.61884205031567,5.81376722605795,53.794053976051096,22525.34232435204,77.41954484388839,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_507,23.2228182272834,66.96387447456715,89.23641637963088,6.661487251808834,56.90472686121513,16846.339910652492,92.68583235647468,1,High,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_508,22.40802769096055,69.5530520857051,63.6701937110518,6.469498014072308,52.65616993172534,12404.69205124756,84.91412756355527,1,Optimal,Optimal,Optimal,Low,0,0,0,1,1,0,0,0,1,Abiotic-only
Plant_509,25.14556488383448,60.88406886291848,24.73388450687968,6.750120234718285,56.57763176150374,19318.681976657223,67.76779769938071,0,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_510,22.507149650766888,74.77530081055262,25.163130648846447,6.233199846780416,49.30467713757731,19574.727337917386,94.24627732077244,1,Low,Optimal,High,Optimal,1,0,1,0,2,1,0,1,3,Combined
Plant_511,25.81137047733952,48.58310885866495,52.22799092577737,7.110410649406524,38.13006611694256,20406.69024924413,95.51245266427728,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_512,24.849285671652588,58.06340540720282,53.2089719606695,6.061613109394077,60.57814180820796,22185.555930543607,88.82286492599215,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_513,24.28315585940077,52.831776793971954,53.23325752976047,7.356020142008946,44.10887867218873,21912.817436693625,72.3841213496378,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_514,22.277309013875207,41.3346338292694,41.175663096694535,5.626181745085869,40.64403701237574,20776.309415731765,76.93986045642592,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_515,23.269686008295,59.17319314157301,43.118186099956496,6.717385032278446,48.22082124195602,23586.59416426013,81.45427217405759,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_516,27.26617367747727,58.78252491616716,49.91819286239036,6.737715341263312,40.87189080703487,15443.090657560057,72.96289600668567,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_517,26.502751562873144,75.13449743242131,46.28839509439996,6.102221466029559,45.82569618010568,21513.74544343217,96.92346572463204,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_518,22.067334265604348,66.30811684554777,11.710494408786971,6.712196968930506,53.440539215634665,21879.615090010822,81.44326471726036,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_519,25.29799691628768,49.758131756707954,41.553005541372094,7.139759334880079,53.48341739246127,16281.31314175928,52.966519528926426,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_520,27.25416137011537,78.54092566334188,32.2289034860953,5.391590580322967,41.021699335743705,15491.388173952831,83.3935581275622,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_521,19.991784156635884,72.21033695525352,47.62817128362768,6.751372403745408,45.12294627051256,17762.173620573194,76.51842603182686,1,Optimal,Low,High,Optimal,0,1,1,0,2,0,0,0,2,Abiotic-only
Plant_522,26.630080577139804,65.82097703468615,89.77888503905115,5.253364589834961,60.74333004770244,18015.375672454124,79.25073443881553,1,High,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_523,23.01212872316246,57.73515901150168,50.51222498211457,6.017167598238396,54.96400117733941,22260.258390507293,76.31380634214301,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_524,26.71179600577948,50.4056076327652,40.297054707414034,7.314583182450472,70.75065039348542,18156.38364892672,88.07046416606687,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_525,22.710222530372448,56.27793223928947,58.827022529658784,6.209108983303973,61.80128173741528,17430.95444515639,91.1968777855338,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_526,19.585353698006443,70.88748619704185,52.24031830813819,5.913060017795514,61.44293068559939,18165.098789916323,82.83053162258653,1,Optimal,Low,High,Optimal,0,1,1,0,2,0,0,0,2,Abiotic-only
Plant_527,20.11737268635052,78.84586305934609,51.30141735677762,6.401031135507659,36.12131449544198,23355.89700246264,76.60688812861841,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_528,25.144254839984143,75.43243528272188,54.10275889823507,7.533953169081776,57.63860351633423,20039.130123130857,79.5866279519083,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_529,25.779167505164445,55.11150578213726,75.84815347244312,5.584158876396987,49.46893198303089,19462.246923929262,80.19599616577628,1,High,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_530,22.28705012468677,48.80382566710989,28.036673470111264,5.974345044180327,44.49018196461751,19669.983503896845,71.97569960135164,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_531,26.915777376332123,61.40886246911204,52.104481152171815,7.248715841589814,51.680153405325285,23876.181002979567,85.78928648571235,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,1,0,1,1,Biotic-only
Plant_532,20.01543981319312,42.31560634437149,31.104283050276923,7.428851171768867,59.45211534611484,17752.484820190275,84.60042323860466,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_533,24.80176060405805,63.23167714184781,53.33268969513372,6.448284387854858,55.008315910042114,23946.52487282031,95.40441239776672,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_534,21.36695140071263,58.52397413701331,31.219702327708585,5.880473648736679,41.2152619865794,20631.48889676451,92.55349780288476,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_535,23.044491676593523,55.33963498131758,38.73949779592373,7.54792175090458,57.424589135926205,19518.74185407396,73.1432508240987,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_536,25.14219601394924,44.05296932733204,40.57365128643141,7.297221195874599,43.62412457924036,27502.701493802844,88.20298374508965,1,Optimal,Optimal,Optimal,High,0,0,0,1,1,0,0,0,1,Abiotic-only
Plant_537,22.418759904148143,65.13600106569717,59.63725079017064,6.839473493881116,52.16683118964286,16833.08153060421,70.49046616905528,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_538,23.846333367310525,54.672991603380886,58.77681665913621,6.09379882553129,46.96649932522866,18938.942721298983,86.9593210094085,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,1,0,1,1,Biotic-only
Plant_539,28.01887842764332,48.30083164289712,26.314239353304234,6.475485329580982,47.811337482643744,16302.706282508,74.83385801239892,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_540,23.269324391430555,31.277377867183507,45.82401166499773,6.419819959477585,57.662429750405096,22857.385911608508,69.76746776624415,0,Optimal,Optimal,Low,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_541,27.507076336195425,59.72485094949364,34.35630217876241,6.665425652307789,39.598062801841024,25067.566800955035,82.80045342697404,1,Optimal,Optimal,Optimal,High,0,0,0,1,1,0,0,0,1,Abiotic-only
Plant_542,21.610879436027147,77.72251596669744,26.122426339869985,7.225500719065668,69.45195074276933,25009.76834421392,53.2543287184586,0,Low,Optimal,High,High,1,0,1,1,3,1,0,1,4,Combined
Plant_543,26.589412533745847,76.6125921454787,41.74474424363444,6.9397085205687015,31.78913930705504,23671.84625943801,62.49024425594772,0,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_544,29.3247058619737,55.429037434137285,40.3727581731627,5.96131196150762,44.02332316745143,19407.1385966121,78.22508116225717,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_545,17.585066499618133,53.97787939638219,81.40074729518284,7.188248225009769,53.70211889941741,18904.27706753046,80.82441766634842,1,High,Low,Optimal,Optimal,1,1,0,0,2,0,0,0,2,Abiotic-only
Plant_546,22.60931423358857,64.68774256075024,51.49439738041044,6.656566070006578,55.8431416643531,14986.490682517804,76.30681229841811,1,Optimal,Optimal,Optimal,Low,0,0,0,1,1,0,0,0,1,Abiotic-only
Plant_547,26.73121638154162,50.016145608117085,24.33573748868644,6.8435328979294585,48.99524279428295,26107.62060554538,64.20563701282401,0,Low,Optimal,Optimal,High,1,0,0,1,2,0,0,0,2,Abiotic-only
Plant_548,24.39086384187102,63.01791899819466,36.52838993743587,7.233270429639301,49.42609296998457,21406.9342344454,71.82108157861495,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_549,26.113437620113928,67.6608027838469,60.32074943144097,5.944209875243224,54.10550085327617,18524.12928539155,83.91209327237394,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_550,23.18804443985254,72.26933223884308,76.32664159304888,6.482087210646768,47.6893052254232,23984.1706669609,85.81781770628362,1,High,Optimal,High,Optimal,1,0,1,0,2,0,0,0,2,Abiotic-only
Plant_551,25.25976936241869,58.99845923520047,21.210250316430624,6.234272724320393,63.93181257934906,17081.706449719997,79.8377688240406,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_552,24.53296829382376,57.96326249823034,16.801134222914325,5.716070287317272,58.39349114231602,21219.866102668024,91.56833781036988,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_553,28.50334618497942,51.22017413243439,73.06447763057673,6.67335498880246,58.728243510056345,19482.112597127496,83.97397023459234,1,High,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_554,25.76326252990364,51.7311964596014,50.84421266056356,7.755778275792212,40.33843276629583,21916.0314196409,72.52544346041788,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_555,26.012807986225607,57.73521108098473,31.975609021854503,5.579961127747124,49.206115755942974,19809.27938244164,77.19497946588383,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_556,23.7643691016326,63.67365506816178,53.01943629183653,6.483859694475265,46.99534051279296,15647.216326666326,65.97133842792145,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_557,23.53718132778252,69.13584626233249,5.463783914746834,6.820271467537387,39.94398624310534,20226.72911801012,78.91861009608583,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_558,23.702325436541138,51.96821049319655,45.05063259895741,6.5615391008280906,53.60164183945767,23146.592425626088,91.1210061922134,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_559,26.18335642713489,74.92688568959522,49.91731759264628,6.44343597374213,44.62354242220184,19912.350782438043,86.85290084710968,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_560,23.73704655753921,57.28876398957431,58.86405209306744,5.850391818277088,56.55403829850237,22325.345364767258,94.0200932591912,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_561,25.86932457068924,59.78632705651564,29.791560715611936,6.616393371470082,39.29808437105668,16863.41154297784,76.97114756201007,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_562,31.22620239593632,52.52788320852176,46.28530742105038,6.121618011492036,67.1904061284182,19921.217620190444,93.46099794514258,1,Optimal,High,Optimal,Optimal,0,1,0,0,1,0,0,0,1,Abiotic-only
Plant_563,27.61337411029508,35.75759739727059,31.11863060910619,5.405039147510723,41.03667341407938,18126.46863473427,78.0669577355203,1,Optimal,Optimal,Low,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_564,24.021929403496475,68.8404539636105,48.83075633511476,7.097296110256865,52.19302337200436,22240.94252031413,94.71585082569894,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_565,28.60364176649184,67.36843897092433,31.56980516455464,6.9791929099210215,57.918593103880674,20094.474686785987,79.78143252557877,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_566,23.775773880935347,57.18672442881787,38.87848741259669,6.52583048842554,44.29359569799888,22070.22102900984,87.07231373804277,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_567,18.88562639446644,60.66990717224872,30.06276907814657,6.614537344102851,58.52468643432951,23263.1312784736,94.75112364309857,1,Optimal,Low,Optimal,Optimal,0,1,0,0,1,0,0,0,1,Abiotic-only
Plant_568,21.97574106724779,65.159392177041,54.76704362735485,7.037159006357781,37.70816402199584,22074.855725364167,78.06572371418794,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_569,19.387624236922434,44.374541431134574,57.87676674984998,6.6121698283890415,64.5211769918256,20819.355302880933,82.18388987544174,1,Optimal,Low,Optimal,Optimal,0,1,0,0,1,0,0,0,1,Abiotic-only
Plant_570,23.94545954787608,54.70947322653705,41.4806914506388,6.952008777380657,50.14149264965759,17005.363224465786,92.88863425206304,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_571,25.05525513756865,67.94264679621827,45.57356992440042,6.351258899563075,44.0358859203112,19991.64166799929,78.66996836069936,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_572,30.02931193682585,47.45710576830751,23.27112878049684,7.155991869286973,47.00818227572566,18400.7287939525,66.7910771749384,0,Low,High,Optimal,Optimal,1,1,0,0,2,1,0,1,3,Combined
Plant_573,25.98078212129249,62.935579321666296,40.50485027989819,6.660392862966342,58.0891926939272,18967.80812988732,101.4300705458491,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_574,24.34269841357341,46.43418195376595,44.24693074437383,6.597025971802937,44.155447081495616,18876.39754774925,75.30235535662864,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_575,27.488216743550467,64.66429982433526,84.31189636544963,5.864969455643984,42.50642310577223,17060.22327565327,81.58756050937542,1,High,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_576,18.366594072976344,59.643585177025166,28.320494613387545,6.643477927150855,47.78463402416262,14127.984232598032,91.56006669451128,1,Low,Low,Optimal,Low,1,1,0,1,3,0,0,0,3,Abiotic-only
Plant_577,25.706843674325697,43.848681840944906,66.96265858128656,6.084022541252774,38.23037887230032,17995.5708550167,73.91506096268799,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_578,27.3125955816609,71.64739354457171,59.95288160198712,6.180858636735753,68.20543907941816,20580.13835577248,69.9213208677787,0,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_579,20.56424126266048,52.65408423201951,49.20954606735204,6.09231218584194,44.336054087852766,15955.46886371753,82.53737296774833,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,1,0,1,1,Biotic-only
Plant_580,28.431262129620787,51.89747562985619,71.379307262927,5.966882534050388,58.31616786180403,20047.04670941488,62.0692360208761,0,High,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_581,26.015489222483243,62.00569197230943,50.58158208910295,7.56238570150848,52.09470083647773,25700.80527293289,77.1209392313208,1,Optimal,Optimal,Optimal,High,0,0,0,1,1,0,0,0,1,Abiotic-only
Plant_582,23.7541362582976,71.48637349428715,50.83738793501893,7.165669530994202,40.15465949518032,23069.16966575672,82.45038664315406,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_583,26.89834559831885,49.841781810216034,44.20319020473682,7.46018375107213,49.940452907872704,24930.624527361582,77.30048103174836,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_584,31.81207857341319,60.61679849847972,63.35353323627941,5.888552490222218,57.84002779310748,21173.38363079818,64.56549056814254,0,Optimal,High,Optimal,Optimal,0,1,0,0,1,0,0,0,1,Abiotic-only
Plant_585,25.545598765175484,64.28816500330574,61.447038507163256,6.535626874955447,48.11738664913693,23502.52946895934,95.94177956204013,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_586,25.744661758901007,66.93105607263143,35.614840687556814,5.853246187397952,61.93112945851028,17828.105808596636,81.03538153949175,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_587,23.621917301379263,61.76441555277225,25.211292081018488,6.152152561401468,60.21515392781864,18066.97919893405,94.3115211776174,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_588,22.450466891605625,56.329721609166775,41.955290439065145,6.040936508291713,59.1891485465833,11782.579381587582,77.39963749819555,1,Optimal,Optimal,Optimal,Low,0,0,0,1,1,0,0,0,1,Abiotic-only
Plant_589,27.491007449632736,51.7240977935128,32.99942153403531,7.11979200322078,45.40343227727003,23558.4364221269,71.19988018309236,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_590,22.4317485222734,60.86143883046375,44.04713138076967,6.30188516094912,39.20157552218513,24620.971939459658,82.6918092025516,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_591,25.214698711658176,49.27860988014393,63.56157202026209,7.034189666847008,43.86412394637205,18340.46826395819,77.8421287367178,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,1,1,1,Biotic-only
Plant_592,23.56702765970465,30.78649516505393,38.14047517369815,6.802060444794259,51.962409406667206,19238.144880808293,68.22238542008643,0,Optimal,Optimal,Low,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_593,26.43693947723917,64.36559804157667,44.35764928032638,7.651819376052394,55.45786713532355,17738.413658927115,94.69784258787496,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_594,26.00098631586085,69.03934841086195,45.87034102212593,5.760277888430138,28.284285952395525,21147.960654432474,73.77729777106003,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_595,28.112619832773696,36.37067564458162,57.72646323307927,7.129616619893399,49.9188679838825,23374.797635909723,61.59733615204431,0,Optimal,Optimal,Low,Optimal,0,0,1,0,1,0,1,1,2,Combined
Plant_596,23.46995080343576,49.90269295290062,11.29665999023092,7.073220435200364,51.580892253231845,14771.684078356877,93.28166053957332,1,Low,Optimal,Optimal,Low,1,0,0,1,2,0,1,1,3,Combined
Plant_597,24.190375194119888,66.19154261005198,35.89949557852055,6.013310580986483,47.224557436844485,21228.31559192676,74.95701984187377,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_598,22.06370885265308,80.574954697117,48.16925538419209,7.00356666823658,62.91273839015879,19169.98468484256,73.92176107384375,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_599,23.667120219771665,60.20793707675408,63.00118434640292,6.668072481513114,54.21780074250871,20340.183175900067,62.34612412970026,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_600,26.131901479134555,52.71997058770866,37.621463287406925,6.386261870023296,63.10191908080897,21376.98200502288,97.40941486596992,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_601,27.27096584993605,58.1710355889516,16.85170940937189,6.088032256514,47.84039479649768,19435.392683681537,67.10519412790313,0,Low,Optimal,Optimal,Optimal,1,0,0,0,1,1,0,1,2,Combined
Plant_602,22.233504027467124,73.74876419148185,54.295671689492046,6.140445274275407,59.37477492506925,19689.239439782657,80.5844948070565,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_603,27.60881776031698,53.54035820875465,35.46956416761556,7.524906047892963,66.35066394527519,19358.374497336084,89.12620322540441,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_604,29.06691357641485,52.00807993349746,27.15500011364458,6.500341409478741,63.11693449272661,22910.948605364843,84.21716933003097,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_605,26.240304709671104,55.17256477817968,35.63481915430164,6.89106500076573,39.07858406571267,21256.279880382488,79.40345688007808,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_606,30.6303874376742,50.46671391741288,42.232119635162256,6.104550309166223,47.46323922457619,20661.750613212083,62.98334141712584,0,Optimal,High,Optimal,Optimal,0,1,0,0,1,0,0,0,1,Abiotic-only
Plant_607,22.67863240268928,61.22670315994795,35.92883003192681,6.110073526889181,46.54835294550204,16187.144836723151,71.90275164232716,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_608,21.266035890065748,76.2467845846956,11.916509143513965,7.040992404624971,54.89254535076328,18864.26077036054,81.87800338042523,1,Low,Optimal,High,Optimal,1,0,1,0,2,1,0,1,3,Combined
Plant_609,19.663839253287165,63.23079273116029,58.45599295330698,5.825211894224234,56.86353555014533,22696.00748101752,72.12825930013004,1,Optimal,Low,Optimal,Optimal,0,1,0,0,1,0,0,0,1,Abiotic-only
Plant_610,29.48813293446755,57.47646497873713,64.12312561918083,6.292393116047364,41.61107325974264,20113.08971937177,82.03359459998768,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_611,26.96309696906217,57.08188731084456,54.772829870092586,6.517013705536116,50.67838513916938,21978.59440876741,86.81743408815142,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_612,24.83324598726864,44.36809191303343,27.93471494362775,6.555686300920026,29.80072667843864,25299.535400982903,89.62502885800102,1,Low,Optimal,Optimal,High,1,0,0,1,2,0,1,1,3,Combined
Plant_613,25.83990587895946,68.83109777147159,41.97762699078723,6.410453357491922,64.4194500580189,23115.81820762645,67.73820642187317,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_614,21.62353285810487,59.22162802987198,44.90218027155813,6.697909890547962,44.87625759323306,20279.475013099225,101.96646054978956,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_615,32.337255938850475,58.19520086409374,53.98191584342865,6.846427877908906,50.55863939844497,18467.032489412817,87.67479344554131,1,Optimal,High,Optimal,Optimal,0,1,0,0,1,0,0,0,1,Abiotic-only
Plant_616,25.387663545925683,91.9310756784486,55.02510733077121,6.867318772729665,46.90350286011939,12339.351211832303,79.98285846330936,1,Optimal,Optimal,High,Low,0,0,1,1,2,1,0,1,3,Combined
Plant_617,25.32818438381468,62.98752908365686,33.987393018322564,6.007098095666087,61.46027575013415,19494.845232581443,90.8953658307664,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,1,1,2,2,Biotic-only
Plant_618,27.177299871696075,52.48208949904816,46.22993334620341,6.357922451035601,21.62493558602621,19021.962512549453,103.65407771999972,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,1,1,1,Biotic-only
Plant_619,26.44302769521014,55.736424037944566,51.85920606922862,7.097381430938469,49.83389657674091,21171.098583186125,65.6127989894313,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_620,25.6716520728374,71.48445709196756,66.83733483220149,6.947323593786936,48.94181242502302,19538.284319075938,77.74737357508647,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_621,22.628576633664064,61.13270410537764,55.56759809737085,5.813570274259468,45.46363612408317,19038.844821689618,56.21568340126672,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_622,26.414405071407987,45.61722021682633,56.83585031063279,6.675739950176101,67.26226545635632,14661.803208478335,81.92651532648024,1,Optimal,Optimal,Optimal,Low,0,0,0,1,1,0,0,0,1,Abiotic-only
Plant_623,30.6460734894251,69.19228934575203,46.257399418940416,5.510887375312595,41.12670541144229,17180.0965125498,83.65394241925141,1,Optimal,High,Optimal,Optimal,0,1,0,0,1,0,0,0,1,Abiotic-only
